Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
CD4 count","","","Misc","Numeric","Super User","Super User"
2257,"1-2 weeks","","1-2 weeks","","","Misc","N/A","Super User","Super User"
2258,"2-4 weeks","","2-4 weeks","","","Misc","N/A","Super User","Super User"
2259,"2 months","","2 months","","","Misc","N/A","Super User","Super User"
2260,"3 months","","3 months","","","Misc","N/A","Super User","Super User"
2261,"> 3 months","","> 3 months","","","Misc","N/A","Super User","Super User"
2262,"Followup","","Followup","1 Month
1-2 weeks
2 months
3 months
> 3 months
2-4 weeks","","Misc","Coded","Super User","Super User"
2263,"HIVTC, IPT Follow-up","","HIVTC, IPT Follow-up
IPT Follow-up","","","Misc","Boolean","Super User","Super User"
2264,"HIVTC, Transferred out to","Need to record here transfer out site name.","To (site)
HIVTC, Transferred out to","","","Misc","Text","Super User","Super User"
2265,"HIVTC, Regimen when transferred out","","Regimen when transferred
HIVTC, Regimen when transferred out","TDF/3TC/NVP
AZT/3TC/NVP
AZT/3TC/EFV
TDF/3TC/NVP-Paediatric
TDF/3TC/EFV-Paediatric
TDF/3TC/EFV
TDF/3TC/LPV/r
AZT/3TC/LPV/r
AZT/3TC/EFV-Paediatric
Others
AZT/3TC/NVP-Paediatric","","Misc","Coded","Super User","Super User"
2266,"HIVTC, Date of transferred out","","Date of Transfer
HIVTC, Date of transferred out","","","Misc","Date","Super User","Super User"
2267,"HIVTC, Treatment switched date","If patients switched from first line to second line, then record the switched date here.","Treatment switched date
HIVTC, Treatment switched date","","","Misc","Date","Super User","Super User"
2268,"HIVTC, Name of Switched Regimem","","HIVTC, Name of Switched Regimem
Name of Switched Regimen","Others
AZT/3TC/LPV/r
TDF/3TC/LPV/r","","Misc","Coded","Super User","Super User"
2269,"Clinical treatment failure","","Clinical treatment failure","","","Misc","N/A","Super User","Super User"
2270,"Immunological failure","","Immunological failure","","","Misc","N/A","Super User","Super User"
2271,"Virologic failure","","Virologic failure","","","Misc","N/A","Super User","Super User"
2272,"HIVTC, Reason for treatment switch","","Reason for treatment switch
HIVTC, Reason for treatment switch","Others
Immunological failure
Clinical treatment failure
Virologic failure","","Misc","Coded","Super User","Super User"
2273,"HIVTC, Treatment substituted date","If patient's regimen is changed or substituted, record the date.","Treatment substituted date
HIVTC, Treatment substituted date","","","Misc","Date","Super User","Super User"
2274,"HIVTC, New Regimen","","New Regimen
HIVTC, New Regimen","TDF/3TC/NVP
TDF/3TC/LPV/r
AZT/3TC/NVP
AZT/3TC/EFV-Paediatric
AZT/3TC/EFV
AZT/3TC/LPV/r
AZT/3TC/NVP-Paediatric
TDF/3TC/NVP-Paediatric
TDF/3TC/EFV-Paediatric
Others
TDF/3TC/EFV","","Misc","Coded","Super User","Super User"
2275,"Toxic Side Effect","","Toxic Side Effect","","","Misc","N/A","Super User","Super User"
2276,"Risk of pregnancy","","Risk of pregnancy","","","Misc","N/A","Super User","Super User"
2277,"Newly diagnosed TB","","Newly diagnosed TB","","","Misc","N/A","Super User","Super User"
2278,"New drug available","","New drug available","","","Misc","N/A","Super User","Super User"
2279,"Drug stockout","","Drug stockout","","","Misc","N/A","Super User","Super User"
2280,"HIVTC, Reason for treatment substitution","","HIVTC, Reason for treatment substitution
Reason for treatment substitution","Newly diagnosed TB
New drug available
Others
Risk of pregnancy
Drug stockout
Pregnancy
Toxic Side Effect","","Misc","Coded","Super User","Super User"
2281,"Bacterial Pneumonia Opportunistic Infection","","Bacterial Pneumonia
Bacterial Pneumonia Opportunistic Infection","","","Misc","N/A","Super User","Super User"
2282,"Tuberculosis Opportunistic Infection","","Tuberculosis
Tuberculosis Opportunistic Infection","","","Misc","N/A","Super User","Super User"
2283,"Candidiasis Opportunistic Infection","","Candidiasis Opportunistic Infection
Candidiasis","","","Misc","N/A","Super User","Super User"
2284,"Diarrhoea Opportunistic Infection","","Diarrhoea
Diarrhoea Opportunistic Infection","","","Misc","N/A","Super User","Super User"
2285,"Crypto Meningitis Opportunistic Infection","","Crypto Meningitis
Crypto Meningitis Opportunistic Infection","","","Misc","N/A","Super User","Super User"
2286,"Pneumocysitis Pneumonia Opportunistic Infection","","Pneumocysitis Pneumonia Opportunistic Infection
Pneumocysitis Pneumonia","","","Misc","N/A","Super User","Super User"
2287,"Cytomegato Virus Opportunistic Infection","","Cytomegato Virus Opportunistic Infection
Cytomegato Virus","","","Misc","N/A","Super User","Super User"
2288,"Herpes Zoster Opportunistic Infection","","Herpes Zoster
Herpes Zoster Opportunistic Infection","","","Misc","N/A","Super User","Super User"
2289,"Herpes Genitalis Opportunistic Infection","","Herpes Genitalis Opportunistic Infection
Herpes Genitalis","","","Misc","N/A","Super User","Super User"
2290,"Toxo Plasmosis","","Toxo Plasmosis","","","Misc","N/A","Super User","Super User"
2291,"HIVTC, Opportunistic Infection Diagnosis","","HIVTC, Opportunistic Infection Diagnosis
Opportunistic Infection Diagnosis","Diarrhoea Opportunistic Infection
Toxo Plasmosis
Tuberculosis Opportunistic Infection
Pneumocysitis Pneumonia Opportunistic Infection
Cytomegato Virus Opportunistic Infection
Herpes Genitalis Opportunistic Infection
Others
Candidiasis Opportunistic Infection
Herpes Zoster Opportunistic Infection
Bacterial Pneumonia Opportunistic Infection
Crypto Meningitis Opportunistic Infection","","Misc","Coded","Super User","Super User"
2292,"HIVTC, Other Opportunistic Infection Diagnosis","","HIVTC, Other Opportunistic Infection Diagnosis
Others (Specify)","","","Misc","Text","Super User","Super User"
2293,"HIVTC, Opportunistic Infection Treatment","","Treatment
HIVTC, Opportunistic Infection Treatment","","","Misc","Text","Super User","Super User"
2294,"HIVTC, TB Screened","","HIVTC, TB Screened
TB Screened","","","Misc","Boolean","Super User","Super User"
2295,"Started","","Started","","","Misc","N/A","Super User","Super User"
2296,"Ongoing","","Ongoing","","","Misc","N/A","Super User","Super User"
2297,"Stopped","","Stopped","","","Misc","N/A","Super User","Super User"
2298,"HIVTC, CPT Status","","CPT Status
HIVTC, CPT Status","Stopped
Started
Ongoing","","Misc","Coded","Super User","Super User"
2299,"HIVTC, CPT Stop Date","","HIVTC, CPT Stop Date
CPT Stop Date","","","Misc","Date","Super User","Super User"
2300,"Stopped Treatment","","Stopped Treatment","","","Misc","N/A","Super User","Super User"
2301,"Missing","","Missing","","","Misc","N/A","Super User","Super User"
2302,"Lost to Follow-up","","Lost to Follow-up","","","Misc","N/A","Super User","Super User"
2303,"Restarted","","Restarted","","","Misc","N/A","Super User","Super User"
2304,"HIVTC, ART current status","","Current Status
HIVTC, ART current status","Restarted
Missing
On Treatment
Lost to Follow-up
Transferred Out
Death
Stopped Treatment","","Misc","Coded","Super User","Super User"
2305,"Adherence Level A","","A
Adherence Level A","","","Misc","N/A","Super User","Super User"
2306,"Adherence Level B","","B
Adherence Level B","","","Misc","N/A","Super User","Super User"
2307,"Adherence Level C","","C
Adherence Level C","","","Misc","N/A","Super User","Super User"
2308,"HIVTC, ART Treatment Adherence","A --> greater than 95%<br>B --> 80‐95% <br>C --> less than 80%","Treatment Adherence
HIVTC, ART Treatment Adherence","Adherence Level C
Adherence Level B
Adherence Level A","","Misc","Coded","Super User","Super User"
2309,"HIVTC, Need Family Planning assessment","","HIVTC, Need Family Planning assessment
Need FP assessment","","","Misc","Boolean","Super User","Super User"
2310,"Intra Uterine Contraceptive Device","","IUCD
Intra Uterine Contraceptive Device","","","Misc","N/A","Super User","Super User"
2311,"Permanent","","Permanent","","","Misc","N/A","Super User","Super User"
2312,"Refer for other FP services","","Refer for other FP services","","","Misc","N/A","Super User","Super User"
2313,"Depo","","Depo","","","Misc","N/A","Super User","Super User"
2314,"Implant","","Implant","","","Misc","N/A","Super User","Super User"
2315,"HIVTC, FP methods used by the patient","","HIVTC, FP methods used by the patient
FP methods used by the patient","Others
Oral Contraceptives
Permanent
Implant
Depo
Intra Uterine Contraceptive Device
Refer for other FP services","","Misc","Coded","Super User","Super User"
2316,"HIVTC, Date of Death","","Date of Death
HIVTC, Date of Death","","","Misc","Date","Super User","Super User"
2317,"HIVTC, Death cause","","HIVTC, Death cause
Death cause","","","Misc","Coded","Super User","Super User"
2318,"Regular","","Regular","","","Misc","N/A","Super User","Super User"
2319,"OST, Enrollment Type","","OST, Enrollment Type
Enrollment in OST Program","Transfer In
New
Regular","","Misc","Coded","Super User","Super User"
2320,"OST, Date of Drop out","","OST, Date of Drop out
Date of Drop out","","","Misc","Date","Super User","Super User"
2321,"OST, Date of Restart","","Date of Restart
OST, Date of Restart","","","Misc","Date","Super User","Super User"
2322,"OST, Date of Death","","Date of Death if the client reported Death
OST, Date of Death","","","Misc","Date","Super User","Super User"
2323,"OST, Date of Transfer Out","","OST, Date of Transfer Out
Date of Transfer Out","","","Misc","Date","Super User","Super User"
2324,"OST, Remarks","","Remarks
OST, Remarks","","","Misc","Text","Super User","Super User"
2325,"OST, Date of Transfer In","","Date of Transfer In
OST, Date of Transfer In","","","Misc","Date","Super User","Super User"
2326,"OI Follow up","","OI Follow up","","","Misc","N/A","Super User","Super User"
2327,"OI Initial","","OI Initial","","","Misc","N/A","Super User","Super User"
2328,"OI, Type of visit","","OI, Type of visit
Type of visit","OI Initial
OI Follow up","","Misc","Coded","Super User","Super User"
2329,"OI, Opportunistic infections","","OI, Opportunistic infections","Herpes Genitalis Opportunistic Infection
Herpes Zoster Opportunistic Infection
Crypto Meningitis Opportunistic Infection
Pneumocysitis Pneumonia Opportunistic Infection
Diarrhoea Opportunistic Infection
Toxo Plasmosis
Bacterial Pneumonia Opportunistic Infection
Tuberculosis Opportunistic Infection
Others
Cytomegato Virus Opportunistic Infection
Candidiasis Opportunistic Infection","","Misc","Coded","Super User","Super User"
2330,"OI, Provided CPT","","OI, Provided CPT
Provided Cotrim Prohylaxis","","","Misc","Boolean","Super User","Super User"
2331,"OI, Screening for TB","","OI, Screening for TB
Screening for TB","","","Misc","Boolean","Super User","Super User"
2332,"OI, Refer to other sites for TB screening","","OI, Refer to other sites for TB screening
Refer to other sites for TB screening","","","Misc","Boolean","Super User","Super User"
2333,"OI, Remarks","","Remarks
OI, Remarks","","","Misc","Text","Super User","Super User"
2334,"PMTCT, Risk Group","","PMTCT, Risk Group
Risk Group","Client of Sex Worker
Migrant
Spouse/Partner of Migrant
Blood or Organ Recipient
People Who Inject Drugs
MSM and Transgenders
Sex Worker
Others","","Misc","Coded","Super User","Super User"
2335,"PMTCT, Other Risk Group","","Others (Specify)
PMTCT, Other Risk Group","","","Misc","Text","Super User","Super User"
2336,"Before Pregnancy","","Before Pregnancy","","","Misc","N/A","Super User","Super User"
2337,"Antenatal Period","","Antenatal Period","","","Misc","N/A","Super User","Super User"
2338,"PMTCT, Women identified HIV Positive during","","During
PMTCT, Women identified HIV Positive during","Antenatal Period
Postpartum
Intrapartum
Before Pregnancy","","Misc","Coded","Super User","Super User"
2339,"PMTCT, Diagnosed HIV +ve Date","","Diagnosed HIV +ve Date
PMTCT, Diagnosed HIV +ve Date","","","Misc","Date","Super User","Super User"
2340,"PMTCT, Who already know their HIV status","","PMTCT, Who already know their HIV status
Who already know their HIV status","Negative
Positive","","Misc","Coded","Super User","Super User"
2341,"PMTCT, Referred if the status is unknown","","Referred if the status is unknown
PMTCT, Referred if the status is unknown","","","Misc","Boolean","Super User","Super User"
2342,"PMTCT, WHO clinical staging","","WHO clinical staging
PMTCT, WHO clinical staging","Stage II
Stage I
Stage IV
Stage III","","Misc","Coded","Super User","Super User"
2343,"PMTCT, CD4 count","","CD4 count
PMTCT, CD4 count","","","Misc","Numeric","Super User","Super User"
2344,"PMTCT, ART Planned Start Date","","PMTCT, ART Planned Start Date
Date","","","Misc","Date","Super User","Super User"
2345,"Postnatal","","Postnatal","","","Misc","N/A","Super User","Super User"
2346,"PMTCT, Started ART during","","PMTCT, Started ART during
Started ART during","Postnatal
Intrapartum
Before Pregnancy
Antenatal Period","","Misc","Coded","Super User","Super User"
2347,"PMTCT, ART start date","","PMTCT, ART start date
ART start date","","","Misc","Date","Super User","Super User"
2348,"PMTCT, ART Regimen","","PMTCT, ART Regimen
Regimen","TDF/3TC/EFV
TDF/3TC/EFV-Paediatric
AZT/3TC/LPV/r
TDF/3TC/NVP-Paediatric
TDF/3TC/LPV/r
AZT/3TC/NVP
AZT/3TC/NVP-Paediatric
Others
TDF/3TC/NVP
AZT/3TC/EFV-Paediatric
AZT/3TC/EFV","","Misc","Coded","Super User","Super User"
2349,"PMTCT, CD4 count after 6 months","","PMTCT, CD4 count after 6 months
After 6 months","","","Misc","Numeric","Super User","Super User"
2350,"PMTCT, CD4 count after 12 months","","After 12 months
PMTCT, CD4 count after 12 months","","","Misc","Numeric","Super User","Super User"
2351,"Category A","","Category A","","","Misc","N/A","Super User","Super User"
2352,"Category B","","Category B","","","Misc","N/A","Super User","Super User"
2353,"Category C","","Category C","","","Misc","N/A","Super User","Super User"
2354,"Category D","","Category D","","","Misc","N/A","Super User","Super User"
2355,"Category X","","Category X","","","Misc","N/A","Super User","Super User"
2356,"Category N","","Category N","","","Misc","N/A","Super User","Super User"
2357,"PMTCT, Pregnancy category when TB treatment started","","Pregnancy category
PMTCT, Pregnancy category when TB treatment started","Category D
Category B
Category X
Category N
Category C
Category A","","Misc","Coded","Super User","Super User"
2358,"PMTCT, TB treatment start date","","PMTCT, TB treatment start date
TB treatment start date","","","Misc","Date","Super User","Super User"
2359,"PMTCT, Antepartum","","PMTCT, Antepartum
Antepartum","Transferred Out
Missing
Death
Stopped Treatment
On Treatment
Lost to Follow-up","","Misc","Coded","Super User","Super User"
2360,"PMTCT, Adherence Level","A --> greater than 95%<br>B --> 80‐95% <br>C --> less than 80%","Adherence Level
PMTCT, Adherence Level","Adherence Level C
Adherence Level B
Adherence Level A","","Misc","Coded","Super User","Super User"
2361,"Vaccum Delivery","","Vaccum Delivery","","","Misc","N/A","Super User","Super User"
2362,"Forceps Delivery","","Forceps Delivery","","","Misc","N/A","Super User","Super User"
2363,"Cesarean Section Delivery","","Cesarean Section Delivery","","","Misc","N/A","Super User","Super User"
2364,"PMTCT, Delivery","","PMTCT, Delivery
Delivery","Cesarean Section Delivery
Forceps Delivery
Normal delivery
Vaccum Delivery","","Misc","Coded","Super User","Super User"
2365,"Livebirth","","Livebirth","","","Misc","N/A","Super User","Super User"
2366,"Stillbirth","","Stillbirth","","","Misc","N/A","Super User","Super User"
2367,"Stillbirth Macerated","","Stillbirth Macerated","","","Misc","N/A","Super User","Super User"
2368,"PMTCT, Baby birth status","","Baby birth status
PMTCT, Baby birth status","Stillbirth
Stillbirth Macerated
Livebirth","","Misc","Coded","Super User","Super User"
2369,"PMTCT, Postpartum","","Postpartum
PMTCT, Postpartum","Death
Stopped Treatment
Transferred Out
On Treatment
Missing
Lost to Follow-up","","Misc","Coded","Super User","Super User"
2370,"PMTCT, Live Birth","","Live Birth
PMTCT, Live Birth","","","Misc","Numeric","Super User","Super User"
2371,"PMTCT, Birth Weight","","PMTCT, Birth Weight
Birth Weight","","","Misc","Numeric","Super User","Super User"
2372,"PMTCT, Started ARV Prophylaxis for Baby","","Started ARV Prophylaxis for Baby
PMTCT, Started ARV Prophylaxis for Baby","","","Misc","Boolean","Super User","Super User"
2373,"Exclusive Breast Feeding","","Exclusive Breast Feeding","","","Misc","N/A","Super User","Super User"
2374,"Replacement Breast Feeding","","Replacement Breast Feeding","","","Misc","N/A","Super User","Super User"
2375,"Mixed Breast Feeding","","Mixed Breast Feeding","","","Misc","N/A","Super User","Super User"
2376,"PMTCT, Breast feeding options opted by HIV +ve mother","","PMTCT, Breast feeding options opted by HIV +ve mother
Breast feeding options opted by HIV +ve mother","Replacement Breast Feeding
Exclusive Breast Feeding
Mixed Breast Feeding","","Misc","Coded","Super User","Super User"
2377,"PMTCT, Family Planning services provided postpartum","","FP services provided postpartum
PMTCT, Family Planning services provided postpartum","","","Misc","Boolean","Super User","Super User"
2378,"PMTCT, Transfer out during pregnancy","","Transferred out during pregnancy
PMTCT, Transfer out during pregnancy","","","Misc","Date","Super User","Super User"
2379,"PMTCT, Date of Death","","PMTCT, Date of Death
Date of Death","","","Misc","Date","Super User","Super User"
2380,"PMTCT, Place of transfer out for continuum","","Place
PMTCT, Place of transfer out for continuum","","","Misc","Text","Super User","Super User"
2381,"PMTCT, Date of Transfer out for continuum","","PMTCT, Date of Transfer out for continuum
Date","","","Misc","Date","Super User","Super User"
2382,"PMTCT, Remarks of transfer out for continuum","","PMTCT, Remarks of transfer out for continuum
Remarks","","","Misc","Text","Super User","Super User"
2383,"HTC, Pre-test Counseling Set","","HTC, Pre-test Counseling Set
Pre-test Counseling","","HTC, Pre-test Counseling
HTC, Tested before
HTC, Result if tested
HTC, Reason for test
HTC, Other reason for test
HTC, Pregnancy Status
HTC, Risk Group
HTC, Other Risk Group","Misc","N/A","Super User","Super User"
2384,"HTC, HIV Test","","HIV Test
HTC, HIV Test","","HTC, Informed Consent
HTC, Initial
HTC, Confirmatory
HTC, Tie Breaker","Misc","N/A","Super User","Super User"
2385,"HTC, Post-test Counseling Set","","HTC, Post-test Counseling Set
Post-test Counseling","","HTC, Post-test Counseling
HTC, Result Recieved
HTC, Result
HTC, Partner Counseling
HTC, WHO Staging
HTC, CD4 Count
HTC, Referral","Misc","N/A","Super User","Super User"
2386,"HIV Testing and Counseling Intake Template","","HIV Testing and Counseling
HIV Testing and Counseling Intake Template","","HTC, Pre-test Counseling Set
HTC, HIV Test
HTC, Post-test Counseling Set
ART, Condoms given","Misc","N/A","Super User","Super User"
2387,"HIVTC, Assessment and Plan","","Assessment / Plan (Problem based)
HIVTC, Assessment and Plan","","HIVTC, Problem","Misc","N/A","Super User","Super User"
2388,"HIVTC, Mothers ARV Regimen Details","If PMTCT case record here mother ARV Regimen","Mothers ARV Regimen Details
HIVTC, Mothers ARV Regimen Details","","HIVTC, Mothers ARV Regimen
HIVTC, Mothers ARV Regimen Start Date","Misc","N/A","Super User","Super User"
2389,"ART, Antibody test after 18m","","ART, Antibody test after 18m
Antibody test after 18m","","ART, Antibody test date
ART, Antibody test result","Misc","N/A","Super User","Super User"
2390,"ART, HIV Exposed Baby","","HIV Exposed Baby
ART, HIV Exposed Baby","","ART, Early Infant Diagnosis
ART, PCR Test Date
ART, PCR Test Result
ART, Antibody test after 18m
ART, CPT Prophylaxis start date after 6wks","Misc","N/A","Super User","Super User"
2391,"HIVTC, HIV Care History Intake","","HIV Care History
HIVTC, HIV Care History Intake","","HIVTC, HIV +ve diagnosed date
HIVTC, HIV care enrolled date
HIVTC, HIV care WHO Staging
HIVTC, HIV care CPT started
HIVTC, HIV care CPT start date
HIVTC, HIV care IPT started
HIVTC, HIV care IPT start date","Misc","N/A","Super User","Super User"
2392,"HIVTC, TB assessment at the time of Enrollment in HIV Care","","HIVTC, TB assessment at the time of Enrollment in HIV Care
TB assessment at the time of Enrollment in HIV Care","","HIVTC, Smear TB assessment at enrollment
HIVTC, Culture TB assessment at enrollment
Chest X-Ray
HIVTC, Gene Xpert TB assessment at enrollment","Misc","N/A","Super User","Super User"
2393,"HIVTC, History of TB","","HIVTC, History of TB
History of TB","","HIVTC, TB Type
HIVTC, TB Treatment start date
HIVTC, TB Regimen
HIVTC, TB Treatment Outcome","Misc","N/A","Super User","Super User"
2394,"HIVTC, History of Other Chronic Illness","","HIVTC, History of Other Chronic Illness
History of Other Chronic Illness","","HIVTC, Other chronic diseases
HIVTC, Other chronic disease drugs","Misc","N/A","Super User","Super User"
2395,"HIVTC, ART Eligibility","","HIVTC, ART Eligibility
ART Eligibility","","HIVTC, ART eligible date
HIVTC, ART start date
HIVTC, ART Regimen","Misc","N/A","Super User","Super User"
2396,"HIVTC, Transferred in","","HIVTC, Transferred in
Transferred in","","HIVTC, Transferred in from
HIVTC, Transferred Patient Regimen
HIVTC, Date of transferred in","Misc","N/A","Super User","Super User"
2397,"HIV Treatment and Care Intake Template","","HIV Treatment and Care - Intake
HIV Treatment and Care Intake Template","","HIVTC, Chief Complaint
HIVTC, Other Entry Point
HIVTC, Mothers ARV Regimen Details
ART, HIV Exposed Baby
HIVTC, HIV Care History Intake
HIVTC, TB assessment at the time of Enrollment in HIV Care
HIVTC, History of TB
HIVTC, History of Other Chronic Illness
HIVTC, ART Eligibility
HIVTC, Transferred in
HIVTC, Viral Load
HIVTC, History of Present Illness
HIVTC, Viral Load date
HIVTC, CD4 count
ART, Condoms given
Followup
HIVTC, Physical Examination Details
HIVTC, Assessment and Plan
HIVTC, Marital Status
ART, Patient Contact Number
HIVTC, Risk Group
HIVTC, Other Risk Group
HIVTC, Entry Point","Misc","N/A","Super User","Super User"
2398,"HIVTC, Transferred out","","Transferred out
HIVTC, Transferred out","","HIVTC, Transferred out to
HIVTC, Regimen when transferred out
HIVTC, Date of transferred out","Misc","N/A","Super User","Super User"
2399,"HIVTC, Treatment Switched","","Treatment Switched
HIVTC, Treatment Switched","","HIVTC, Treatment switched date
HIVTC, Name of Switched Regimem
HIVTC, Reason for treatment switch","Misc","N/A","Super User","Super User"
2400,"HIVTC, Treatment Substituted","","Treatment Substituted
HIVTC, Treatment Substituted","","HIVTC, Treatment substituted date
HIVTC, New Regimen
HIVTC, Reason for treatment substitution","Misc","N/A","Super User","Super User"
2401,"HIVTC, HIV Care and Treatment History","","HIVTC, HIV Care and Treatment History
HIV Care and Treatment History","","HIVTC, Opportunistic Infection Diagnosis
HIVTC, Other Opportunistic Infection Diagnosis
HIVTC, Opportunistic Infection Treatment
HIVTC, TB Screened
HIVTC, CPT Status
HIVTC, CPT Stop Date
HIVTC, HIV care CPT start date","Misc","N/A","Super User","Super User"
2402,"HIVTC, ART History","","HIVTC, ART History
ART History","","HIVTC, ART current status
HIVTC, ART Treatment Adherence
HIVTC, Need Family Planning assessment
HIVTC, FP methods used by the patient","Misc","N/A","Super User","Super User"
2403,"HIV Treatment and Care Progress Template","","HIV Treatment and Care - Progress
HIV Treatment and Care Progress Template","","HIVTC, Chief Complaint
HIVTC, Treatment Switched
HIVTC, Treatment Substituted
HIVTC, HIV Care and Treatment History
HIVTC, ART History
ART, Condoms given
Followup
HIVTC, Date of Death
HIVTC, Death cause
HIVTC, Physical Examination Details
HIVTC, History of Present Illness
HIVTC, Assessment and Plan
HIVTC, CD4 count
HIVTC, Viral Load
HIVTC, Viral Load date
HIVTC, IPT Follow-up
HIVTC, Transferred out","Misc","N/A","Super User","Super User"
2404,"Opioid Substitution Therapy Intake Template","","Opioid Substitution Therapy Intake Template
Opioid Substitution Therapy - Intake","","OST, Enrollment Type
OST, Date of Drop out
OST, Date of Restart
OST, Date of Death
OST, Date of Transfer Out
OST, Remarks
OST, Date of Transfer In","Misc","N/A","Super User","Super User"
2405,"Opportunistic Infection Template","","Opportunistic Infection Template
Opportunistic Infection","","OI, Type of visit
OI, Opportunistic infections
OI, Provided CPT
OI, Screening for TB
OI, Refer to other sites for TB screening
OI, Remarks","Misc","N/A","Super User","Super User"
2406,"PMTCT, Women identified HIV Positive","","PMTCT, Women identified HIV Positive
Women identified HIV Positive","","PMTCT, Women identified HIV Positive during
PMTCT, Diagnosed HIV +ve Date","Misc","N/A","Super User","Super User"
2407,"PMTCT, HIV Status of Male Partner","","PMTCT, HIV Status of Male Partner
HIV Status of Male Partner","","PMTCT, Who already know their HIV status
PMTCT, Referred if the status is unknown","Misc","N/A","Super User","Super User"
2408,"PMTCT, ART Eligibility and Date for First","","PMTCT, ART Eligibility and Date for First
ART Eligibility and Date for First","","PMTCT, WHO clinical staging
PMTCT, CD4 count
PMTCT, ART Planned Start Date","Misc","N/A","Super User","Super User"
2409,"PMTCT, ART Treatment","","ART Treatment
PMTCT, ART Treatment","","PMTCT, Started ART during
PMTCT, ART start date
PMTCT, ART Regimen","Misc","N/A","Super User","Super User"
2410,"PMTCT, CD4 count after","","PMTCT, CD4 count after
CD4 Count After","","PMTCT, CD4 count after 6 months
PMTCT, CD4 count after 12 months","Misc","N/A","Super User","Super User"
2411,"PMTCT, TB Treatment During","","TB Treatment During
PMTCT, TB Treatment During","","PMTCT, Pregnancy category when TB treatment started
PMTCT, TB treatment start date","Misc","N/A","Super User","Super User"
2412,"PMTCT, Follow-up on ART","","Follow-up on ART
PMTCT, Follow-up on ART","","PMTCT, Antepartum
PMTCT, Adherence Level
PMTCT, Delivery
PMTCT, Baby birth status
PMTCT, Postpartum","Misc","N/A","Super User","Super User"
2413,"PMTCT, HIV Positive Born Babies","","HIV Positive Born Babies
PMTCT, HIV Positive Born Babies","","PMTCT, Live Birth
PMTCT, Birth Weight","Misc","N/A","Super User","Super User"
2414,"PMTCT, Date and Place of Transfer out for continuum","","PMTCT, Date and Place of Transfer out for continuum
Date and Place of Transfer out for continuum","","PMTCT, Place of transfer out for continuum
PMTCT, Date of Transfer out for continuum
PMTCT, Remarks of transfer out for continuum","Misc","N/A","Super User","Super User"
2415,"PMTCT, End of Follow-up","","PMTCT, End of Follow-up
End of Follow-up","","PMTCT, Transfer out during pregnancy
PMTCT, Date of Death
PMTCT, Date and Place of Transfer out for continuum","Misc","N/A","Super User","Super User"
2416,"Prevention of Mother-to-Child Transmission Intake Template","","Prevention of Mother-to-Child Transmission Intake Template
Prevention of Mother-to-Child Transmission","","PMTCT, Risk Group
PMTCT, HIV Positive Born Babies
PMTCT, Started ARV Prophylaxis for Baby
PMTCT, Breast feeding options opted by HIV +ve mother
PMTCT, Family Planning services provided postpartum
PMTCT, End of Follow-up
PMTCT, Other Risk Group
PMTCT, Women identified HIV Positive
PMTCT, HIV Status of Male Partner
PMTCT, ART Eligibility and Date for First
PMTCT, ART Treatment
PMTCT, CD4 count after
PMTCT, TB Treatment During
PMTCT, Follow-up on ART","Misc","N/A","Super User","Super User"
2417,"Sexually transmitted infections Intake Template","","Sexually transmitted infections Intake Template
Sexually transmitted infections - Intake","","","Misc","N/A","Super User","Super User"
2418,"HIV Profile","","HIV Profile","","HIV Testing and Counseling Intake Template
HIV Treatment and Care Intake Template
HIV Treatment and Care Progress Template
Opioid Substitution Therapy Intake Template
Opportunistic Infection Template
Prevention of Mother-to-Child Transmission Intake Template
Sexually transmitted infections Intake Template","Misc","N/A","Super User","Super User"
2419,"Number of living children","","Number of living children","","","Misc","Numeric","Super User","Super User"
2420,"FCHV","","FCHV","","","Misc","N/A","Super User","Super User"
2421,"Healthcare provider","","Healthcare provider","","","Misc","N/A","Super User","Super User"
2422,"Safe Abortion, Referred by","","Safe Abortion, Referred by
Referred by","Others
FCHV
Healthcare provider","","Misc","Coded","Super User","Super User"
2423,"Weeks of current gestation by LMP method","","Weeks of current gestation by LMP method","","","Misc","Numeric","Super User","Super User"
2424,"Weeks of current gestation by examination","","Weeks of current gestation by examination","","","Misc","Numeric","Super User","Super User"
2425,"Manual Vacuum Aspiration","","Manual Vacuum Aspiration","","","Misc","N/A","Super User","Super User"
2426,"Electric Vacuum Aspiration","","Electric Vacuum Aspiration","","","Misc","N/A","Super User","Super User"
2427,"Dilation and Evacuation","","Dilation and Evacuation","","","Misc","N/A","Super User","Super User"
2428,"Safe Abortion, Medical Abortion","","Safe Abortion, Medical Abortion
Medical Abortion","","","Misc","N/A","Super User","Super User"
2429,"Medical Induction","","Medical Induction","","","Misc","N/A","Super User","Super User"
2430,"Other abortion procedures","","Other abortion procedures
Other","","","Misc","N/A","Super User","Super User"
2431,"Abortion procedure","","Abortion procedure","Other abortion procedures
Electric Vacuum Aspiration
Medical Induction
Dilation and Evacuation
Manual Vacuum Aspiration
Safe Abortion, Medical Abortion","","Misc","Coded","Super User","Super User"
2432,"Pain management given","","Pain management given","","","Misc","Boolean","Super User","Super User"
2433,"Bleeding requiring >1 pint of IV fluid","","Bleeding requiring >1 pint of IV fluid","","","Misc","N/A","Super User","Super User"
